"id","image","name","displayName","unlock_key","allow_team_color","lockdesc"
"63","PlayerIDNamePlate_063","$NAMEPLATE_MAGNUM_BRONZE",,"eUnlockItemId_NAMEPLATE_MAGNUM_BRONZE",,"$NAMEPLATE_MAGNUM_BRONZE_LOCK"
"64","PlayerIDNamePlate_064","$NAMEPLATE_MAGNUM_SILVER",,"eUnlockItemId_NAMEPLATE_MAGNUM_SILVER",,"$NAMEPLATE_MAGNUM_SILVER_LOCK"
"65","PlayerIDNamePlate_065","$NAMEPLATE_MAGNUM_GOLD",,"eUnlockItemId_NAMEPLATE_MAGNUM_GOLD",,"$NAMEPLATE_MAGNUM_GOLD_LOCK"
"66","PlayerIDNamePlate_066","$NAMEPLATE_MAGNUM_PLATINUM",,"eUnlockItemId_NAMEPLATE_MAGNUM_PLATINUM",,"$NAMEPLATE_MAGNUM_PLATINUM_LOCK"
"67","PlayerIDNamePlate_067","$NAMEPLATE_SWORD_BLUE",,"eUnlockItemId_NAMEPLATE_SWORD_BLUE","true","$NAMEPLATE_SWORD_BLUE_LOCK"
"68","PlayerIDNamePlate_068","$NAMEPLATE_SWORD_BRONZE",,"eUnlockItemId_NAMEPLATE_SWORD_BRONZE",,"$NAMEPLATE_SWORD_BRONZE_LOCK"
"69","PlayerIDNamePlate_069","$NAMEPLATE_SWORD_SILVER",,"eUnlockItemId_NAMEPLATE_SWORD_SILVER",,"$NAMEPLATE_SWORD_SILVER_LOCK"
"70","PlayerIDNamePlate_070","$NAMEPLATE_SWORD_GOLD",,"eUnlockItemId_NAMEPLATE_SWORD_GOLD",,"$NAMEPLATE_SWORD_GOLD_LOCK"
"71","PlayerIDNamePlate_071","$NAMEPLATE_SWORD_PLATINUM",,"eUnlockItemId_NAMEPLATE_SWORD_PLATINUM",,"$NAMEPLATE_SWORD_PLATINUM_LOCK"
"72","PlayerIDNamePlate_072","$NAMEPLATE_HAMMER_BLUE",,"eUnlockItemId_NAMEPLATE_HAMMER_BLUE","true","$NAMEPLATE_HAMMER_BLUE_LOCK"
"73","PlayerIDNamePlate_073","$NAMEPLATE_HAMMER_BRONZE",,"eUnlockItemId_NAMEPLATE_HAMMER_BRONZE",,"$NAMEPLATE_HAMMER_BRONZE_LOCK"
"74","PlayerIDNamePlate_074","$NAMEPLATE_HAMMER_SILVER",,"eUnlockItemId_NAMEPLATE_HAMMER_SILVER",,"$NAMEPLATE_HAMMER_SILVER_LOCK"
"75","PlayerIDNamePlate_075","$NAMEPLATE_HAMMER_GOLD",,"eUnlockItemId_NAMEPLATE_HAMMER_GOLD",,"$NAMEPLATE_HAMMER_GOLD_LOCK"
"76","PlayerIDNamePlate_076","$NAMEPLATE_HAMMER_PLATINUM",,"eUnlockItemId_NAMEPLATE_HAMMER_PLATINUM",,"$NAMEPLATE_HAMMER_PLATINUM_LOCK"
"77","PlayerIDNamePlate_077","$NAMEPLATE_FRAG_BLUE",,"eUnlockItemId_NAMEPLATE_FRAG_BLUE","true","$NAMEPLATE_FRAG_BLUE_LOCK"
"78","PlayerIDNamePlate_078","$NAMEPLATE_FRAG_BRONZE",,"eUnlockItemId_NAMEPLATE_FRAG_BRONZE",,"$NAMEPLATE_FRAG_BRONZE_LOCK"
"79","PlayerIDNamePlate_079","$NAMEPLATE_FRAG_SILVER",,"eUnlockItemId_NAMEPLATE_FRAG_SILVER",,"$NAMEPLATE_FRAG_SILVER_LOCK"
"80","PlayerIDNamePlate_080","$NAMEPLATE_FRAG_GOLD",,"eUnlockItemId_NAMEPLATE_FRAG_GOLD",,"$NAMEPLATE_FRAG_GOLD_LOCK"
"81","PlayerIDNamePlate_081","$NAMEPLATE_FRAG_PLATINUM",,"eUnlockItemId_NAMEPLATE_FRAG_PLATINUM",,"$NAMEPLATE_FRAG_PLATINUM_LOCK"
"82","PlayerIDNamePlate_082","$NAMEPLATE_PLASMAGRENADE_BLUE",,"eUnlockItemId_NAMEPLATE_PLASMAGRENADE_BLUE","true","$NAMEPLATE_PLASMAGRENADE_BLUE_LOCK"
"83","PlayerIDNamePlate_083","$NAMEPLATE_PLASMAGRENADE_BRONZE",,"eUnlockItemId_NAMEPLATE_PLASMAGRENADE_BRONZE",,"$NAMEPLATE_PLASMAGRENADE_BRONZE_LOCK"
"84","PlayerIDNamePlate_084","$NAMEPLATE_PLASMAGRENADE_SILVER",,"eUnlockItemId_NAMEPLATE_PLASMAGRENADE_SILVER",,"$NAMEPLATE_PLASMAGRENADE_SILVER_LOCK"
"85","PlayerIDNamePlate_085","$NAMEPLATE_PLASMAGRENADE_GOLD",,"eUnlockItemId_NAMEPLATE_PLASMAGRENADE_GOLD",,"$NAMEPLATE_PLASMAGRENADE_GOLD_LOCK"
"86","PlayerIDNamePlate_086","$NAMEPLATE_PLASMAGRENADE_PLATINUM",,"eUnlockItemId_NAMEPLATE_PLASMAGRENADE_PLATINUM",,"$NAMEPLATE_PLASMAGRENADE_PLATINUM_LOCK"
"87","PlayerIDNamePlate_087","$NAMEPLATE_WARTHOG_BLUE",,"eUnlockItemId_NAMEPLATE_WARTHOG_BLUE","true","$NAMEPLATE_WARTHOG_BLUE_LOCK"
"88","PlayerIDNamePlate_088","$NAMEPLATE_WARTHOG_BRONZE",,"eUnlockItemId_NAMEPLATE_WARTHOG_BRONZE",,"$NAMEPLATE_WARTHOG_BRONZE_LOCK"
"89","PlayerIDNamePlate_089","$NAMEPLATE_WARTHOG_SILVER",,"eUnlockItemId_NAMEPLATE_WARTHOG_SILVER",,"$NAMEPLATE_WARTHOG_SILVER_LOCK"
"90","PlayerIDNamePlate_090","$NAMEPLATE_WARTHOG_GOLD",,"eUnlockItemId_NAMEPLATE_WARTHOG_GOLD",,"$NAMEPLATE_WARTHOG_GOLD_LOCK"
"91","PlayerIDNamePlate_091","$NAMEPLATE_WARTHOG_PLATINUM",,"eUnlockItemId_NAMEPLATE_WARTHOG_PLATINUM",,"$NAMEPLATE_WARTHOG_PLATINUM_LOCK"
"92","PlayerIDNamePlate_092","$NAMEPLATE_SCORPION_BLUE",,"eUnlockItemId_NAMEPLATE_SCORPION_BLUE","true","$NAMEPLATE_SCORPION_BLUE_LOCK"
"93","PlayerIDNamePlate_093","$NAMEPLATE_SCORPION_BRONZE",,"eUnlockItemId_NAMEPLATE_SCORPION_BRONZE",,"$NAMEPLATE_SCORPION_BRONZE_LOCK"
"94","PlayerIDNamePlate_094","$NAMEPLATE_SCORPION_SILVER",,"eUnlockItemId_NAMEPLATE_SCORPION_SILVER",,"$NAMEPLATE_SCORPION_SILVER_LOCK"
"95","PlayerIDNamePlate_095","$NAMEPLATE_SCORPION_GOLD",,"eUnlockItemId_NAMEPLATE_SCORPION_GOLD",,"$NAMEPLATE_SCORPION_GOLD_LOCK"
"96","PlayerIDNamePlate_096","$NAMEPLATE_SCORPION_PLATINUM",,"eUnlockItemId_NAMEPLATE_SCORPION_PLATINUM",,"$NAMEPLATE_SCORPION_PLATINUM_LOCK"
"97","PlayerIDNamePlate_097","$NAMEPLATE_GHOST_BLUE",,"eUnlockItemId_NAMEPLATE_GHOST_BLUE","true","$NAMEPLATE_GHOST_BLUE_LOCK"
"98","PlayerIDNamePlate_098","$NAMEPLATE_GHOST_BRONZE",,"eUnlockItemId_NAMEPLATE_GHOST_BRONZE",,"$NAMEPLATE_GHOST_BRONZE_LOCK"
"99","PlayerIDNamePlate_099","$NAMEPLATE_GHOST_SILVER",,"eUnlockItemId_NAMEPLATE_GHOST_SILVER",,"$NAMEPLATE_GHOST_SILVER_LOCK"
"100","PlayerIDNamePlate_100","$NAMEPLATE_GHOST_GOLD",,"eUnlockItemId_NAMEPLATE_GHOST_GOLD",,"$NAMEPLATE_GHOST_GOLD_LOCK"
"101","PlayerIDNamePlate_101","$NAMEPLATE_GHOST_PLATINUM",,"eUnlockItemId_NAMEPLATE_GHOST_PLATINUM",,"$NAMEPLATE_GHOST_PLATINUM_LOCK"
"102","PlayerIDNamePlate_102","$NAMEPLATE_BANSHEE_BLUE",,"eUnlockItemId_NAMEPLATE_BANSHEE_BLUE","true","$NAMEPLATE_BANSHEE_BLUE_LOCK"
"103","PlayerIDNamePlate_103","$NAMEPLATE_BANSHEE_BRONZE",,"eUnlockItemId_NAMEPLATE_BANSHEE_BRONZE",,"$NAMEPLATE_BANSHEE_BRONZE_LOCK"
"104","PlayerIDNamePlate_104","$NAMEPLATE_BANSHEE_SILVER",,"eUnlockItemId_NAMEPLATE_BANSHEE_SILVER",,"$NAMEPLATE_BANSHEE_SILVER_LOCK"
"105","PlayerIDNamePlate_105","$NAMEPLATE_BANSHEE_GOLD",,"eUnlockItemId_NAMEPLATE_BANSHEE_GOLD",,"$NAMEPLATE_BANSHEE_GOLD_LOCK"
"106","PlayerIDNamePlate_106","$NAMEPLATE_BANSHEE_PLATINUM",,"eUnlockItemId_NAMEPLATE_BANSHEE_PLATINUM",,"$NAMEPLATE_BANSHEE_PLATINUM_LOCK"
"107","PlayerIDNamePlate_107","$NAMEPLATE_MONGOOSE_BLUE",,"eUnlockItemId_NAMEPLATE_MONGOOSE_BLUE","true","$NAMEPLATE_MONGOOSE_BLUE_LOCK"
"108","PlayerIDNamePlate_108","$NAMEPLATE_MONGOOSE_BRONZE",,"eUnlockItemId_NAMEPLATE_MONGOOSE_BRONZE",,"$NAMEPLATE_MONGOOSE_BRONZE_LOCK"
"109","PlayerIDNamePlate_109","$NAMEPLATE_MONGOOSE_SILVER",,"eUnlockItemId_NAMEPLATE_MONGOOSE_SILVER",,"$NAMEPLATE_MONGOOSE_SILVER_LOCK"
"110","PlayerIDNamePlate_110","$NAMEPLATE_MONGOOSE_GOLD",,"eUnlockItemId_NAMEPLATE_MONGOOSE_GOLD",,"$NAMEPLATE_MONGOOSE_GOLD_LOCK"
"111","PlayerIDNamePlate_111","$NAMEPLATE_MONGOOSE_PLATINUM",,"eUnlockItemId_NAMEPLATE_MONGOOSE_PLATINUM",,"$NAMEPLATE_MONGOOSE_PLATINUM_LOCK"
"112","PlayerIDNamePlate_112","$NAMEPLATE_FORGE_BLUE",,"eUnlockItemId_NAMEPLATE_FORGE_BLUE","true","$NAMEPLATE_FORGE_BLUE_LOCK"
"113","PlayerIDNamePlate_113","$NAMEPLATE_FORGE_BRONZE",,"eUnlockItemId_NAMEPLATE_FORGE_BRONZE",,"$NAMEPLATE_FORGE_BRONZE_LOCK"
"114","PlayerIDNamePlate_114","$NAMEPLATE_FORGE_SILVER",,"eUnlockItemId_NAMEPLATE_FORGE_SILVER",,"$NAMEPLATE_FORGE_SILVER_LOCK"
"115","PlayerIDNamePlate_115","$NAMEPLATE_FORGE_GOLD",,"eUnlockItemId_NAMEPLATE_FORGE_GOLD",,"$NAMEPLATE_FORGE_GOLD_LOCK"
"116","PlayerIDNamePlate_116","$NAMEPLATE_FORGE_PLATINUM",,"eUnlockItemId_NAMEPLATE_FORGE_PLATINUM",,"$NAMEPLATE_FORGE_PLATINUM_LOCK"
"117","PlayerIDNamePlate_117","$NAMEPLATE_DOGTAGS_BLUE",,"eUnlockItemId_NAMEPLATE_DOGTAGS_BLUE","true","$NAMEPLATE_DOGTAGS_BLUE_LOCK"
"118","PlayerIDNamePlate_118","$NAMEPLATE_DOGTAGS_BRONZE",,"eUnlockItemId_NAMEPLATE_DOGTAGS_BRONZE",,"$NAMEPLATE_DOGTAGS_BRONZE_LOCK"
"119","PlayerIDNamePlate_119","$NAMEPLATE_DOGTAGS_SILVER",,"eUnlockItemId_NAMEPLATE_DOGTAGS_SILVER",,"$NAMEPLATE_DOGTAGS_SILVER_LOCK"
"120","PlayerIDNamePlate_120","$NAMEPLATE_DOGTAGS_GOLD",,"eUnlockItemId_NAMEPLATE_DOGTAGS_GOLD",,"$NAMEPLATE_DOGTAGS_GOLD_LOCK"
"121","PlayerIDNamePlate_121","$NAMEPLATE_DOGTAGS_PLATINUM",,"eUnlockItemId_NAMEPLATE_DOGTAGS_PLATINUM",,"$NAMEPLATE_DOGTAGS_PLATINUM_LOCK"
"122","PlayerIDNamePlate_122","$NAMEPLATE_RECLAIMER_BLUE",,"eUnlockItemId_NAMEPLATE_RECLAIMER_BLUE","true","$NAMEPLATE_RECLAIMER_BLUE_LOCK"
"123","PlayerIDNamePlate_123","$NAMEPLATE_RECLAIMER_BRONZE",,"eUnlockItemId_NAMEPLATE_RECLAIMER_BRONZE",,"$NAMEPLATE_RECLAIMER_BRONZE_LOCK"
"124","PlayerIDNamePlate_124","$NAMEPLATE_RECLAIMER_SILVER",,"eUnlockItemId_NAMEPLATE_RECLAIMER_SILVER",,"$NAMEPLATE_RECLAIMER_SILVER_LOCK"
"125","PlayerIDNamePlate_125","$NAMEPLATE_RECLAIMER_GOLD",,"eUnlockItemId_NAMEPLATE_RECLAIMER_GOLD",,"$NAMEPLATE_RECLAIMER_GOLD_LOCK"
"126","PlayerIDNamePlate_126","$NAMEPLATE_RECLAIMER_PLATINUM",,"eUnlockItemId_NAMEPLATE_RECLAIMER_PLATINUM",,"$NAMEPLATE_RECLAIMER_PLATINUM_LOCK"
"127","PlayerIDNamePlate_132","$NAMEPLATE_NORMAL_DIFF_BLUE",,"eUnlockItemId_NAMEPLATE_NORMAL_DIFF_BLUE","true","$NAMEPLATE_NORMAL_DIFF_BLUE_LOCK"
"128","PlayerIDNamePlate_133","$NAMEPLATE_NORMAL_DIFF_BRONZE",,"eUnlockItemId_NAMEPLATE_NORMAL_DIFF_BRONZE",,"$NAMEPLATE_NORMAL_DIFF_BRONZE_LOCK"
"129","PlayerIDNamePlate_134","$NAMEPLATE_NORMAL_DIFF_SILVER",,"eUnlockItemId_NAMEPLATE_NORMAL_DIFF_SILVER",,"$NAMEPLATE_NORMAL_DIFF_SILVER_LOCK"
"130","PlayerIDNamePlate_135","$NAMEPLATE_NORMAL_DIFF_GOLD",,"eUnlockItemId_NAMEPLATE_NORMAL_DIFF_GOLD",,"$NAMEPLATE_NORMAL_DIFF_GOLD_LOCK"
"131","PlayerIDNamePlate_136","$NAMEPLATE_NORMAL_DIFF_PLATINUM",,"eUnlockItemId_NAMEPLATE_NORMAL_DIFF_PLATINUM",,"$NAMEPLATE_NORMAL_DIFF_PLATINUM_LOCK"
"132","PlayerIDNamePlate_137","$NAMEPLATE_HEROIC_DIFF_BLUE",,"eUnlockItemId_NAMEPLATE_HEROIC_DIFF_BLUE","true","$NAMEPLATE_HEROIC_DIFF_BLUE_LOCK"
"133","PlayerIDNamePlate_138","$NAMEPLATE_HEROIC_DIFF_BRONZE",,"eUnlockItemId_NAMEPLATE_HEROIC_DIFF_BRONZE",,"$NAMEPLATE_HEROIC_DIFF_BRONZE_LOCK"
"134","PlayerIDNamePlate_139","$NAMEPLATE_HEROIC_DIFF_SILVER",,"eUnlockItemId_NAMEPLATE_HEROIC_DIFF_SILVER",,"$NAMEPLATE_HEROIC_DIFF_SILVER_LOCK"
"135","PlayerIDNamePlate_140","$NAMEPLATE_HEROIC_DIFF_GOLD",,"eUnlockItemId_NAMEPLATE_HEROIC_DIFF_GOLD",,"$NAMEPLATE_HEROIC_DIFF_GOLD_LOCK"
"136","PlayerIDNamePlate_141","$NAMEPLATE_HEROIC_DIFF_PLATINUM",,"eUnlockItemId_NAMEPLATE_HEROIC_DIFF_PLATINUM",,"$NAMEPLATE_HEROIC_DIFF_PLATINUM_LOCK"
"137","PlayerIDNamePlate_142","$NAMEPLATE_LEGEND_DIFF_BLUE",,"eUnlockItemId_NAMEPLATE_LEGEND_DIFF_BLUE","true","$NAMEPLATE_LEGEND_DIFF_BLUE_LOCK"
"138","PlayerIDNamePlate_143","$NAMEPLATE_LEGEND_DIFF_BRONZE",,"eUnlockItemId_NAMEPLATE_LEGEND_DIFF_BRONZE",,"$NAMEPLATE_LEGEND_DIFF_BRONZE_LOCK"
"139","PlayerIDNamePlate_144","$NAMEPLATE_LEGEND_DIFF_SILVER",,"eUnlockItemId_NAMEPLATE_LEGEND_DIFF_SILVER",,"$NAMEPLATE_LEGEND_DIFF_SILVER_LOCK"
"140","PlayerIDNamePlate_145","$NAMEPLATE_LEGEND_DIFF_GOLD",,"eUnlockItemId_NAMEPLATE_LEGEND_DIFF_GOLD",,"$NAMEPLATE_LEGEND_DIFF_GOLD_LOCK"
"141","PlayerIDNamePlate_146","$NAMEPLATE_LEGEND_DIFF_PLATINUM",,"eUnlockItemId_NAMEPLATE_LEGEND_DIFF_PLATINUM",,"$NAMEPLATE_LEGEND_DIFF_PLATINUM_LOCK"
"142","PlayerIDNamePlate_147","$NAMEPLATE_LASO_BLUE",,"eUnlockItemId_NAMEPLATE_LASO_BLUE","true","$NAMEPLATE_LASO_BLUE_LOCK"
"143","PlayerIDNamePlate_148","$NAMEPLATE_LASO_BRONZE",,"eUnlockItemId_NAMEPLATE_LASO_BRONZE",,"$NAMEPLATE_LASO_BRONZE_LOCK"
